student_id,grade_10_marks,interest_math,interest_bio,interest_econ,coding,drawing,sports,family_background,stream,profession
1348,58,1,0,1,1,1,0,Teacher,Commerce,Accountant
1349,75,0,1,0,1,1,0,Teacher,Arts,Journalist
1350,74,1,1,0,1,1,0,Business,Commerce,Accountant
1351,66,0,1,1,1,0,1,Teacher,Commerce,CA
1352,66,0,1,0,1,0,0,Artist,Science,Data Scientist
1353,85,0,1,0,0,0,1,Engineer,Arts,Journalist
1354,53,1,1,1,0,0,1,Teacher,Commerce,Banker
1355,57,1,1,0,1,1,1,Artist,Arts,Journalist
1356,65,0,0,1,0,0,1,Doctor,Commerce,CA
1357,55,0,0,0,0,0,1,Artist,Arts,Journalist
1358,52,0,0,0,0,0,1,Teacher,Arts,Historian
1359,81,0,1,1,1,1,1,Teacher,Commerce,Business Analyst
1360,53,0,0,1,0,1,0,Engineer,Commerce,Business Analyst
1361,64,1,0,0,1,1,0,Teacher,Arts,Historian
1362,61,0,0,1,1,0,1,Doctor,Commerce,CA
1363,98,1,1,1,1,1,0,Business,Science,Pharmacist
1364,70,0,1,0,0,1,1,Teacher,Arts,Designer
1365,63,0,0,1,0,0,1,Teacher,Commerce,Business Analyst
1366,72,1,0,1,0,0,1,Business,Commerce,CA
1367,77,0,1,1,1,1,1,Doctor,Commerce,Business Analyst
1368,79,1,1,0,0,0,1,Doctor,Arts,Journalist
1369,81,1,1,0,1,1,0,Artist,Arts,Historian
1370,66,0,1,0,0,1,1,Business,Commerce,Accountant
1371,54,1,0,1,1,0,0,Doctor,Commerce,CA
1372,87,0,1,1,0,1,1,Business,Commerce,Banker
1373,90,1,1,0,0,1,1,Doctor,Science,Data Scientist
1374,71,1,0,1,1,1,1,Teacher,Commerce,Business Analyst
1375,86,1,0,0,0,0,0,Artist,Science,Software Engineer
1376,59,0,0,0,1,0,1,Doctor,Arts,Psychologist
1377,80,0,1,1,1,0,1,Engineer,Commerce,Business Analyst
1378,57,1,1,1,0,1,0,Business,Commerce,CA
1379,67,1,0,0,0,0,1,Artist,Arts,Historian
1380,96,1,1,1,0,0,0,Artist,Science,Software Engineer
1381,77,0,0,1,0,1,0,Doctor,Commerce,Business Analyst
1382,68,0,0,0,1,0,0,Business,Commerce,Business Analyst
1383,68,0,0,0,0,1,1,Engineer,Arts,Journalist
1384,82,1,0,1,0,0,1,Business,Commerce,Business Analyst
1385,58,1,0,0,0,0,1,Engineer,Arts,Historian
1386,91,1,0,0,1,1,0,Engineer,Arts,Designer
1387,87,1,1,0,1,1,1,Engineer,Science,Data Scientist
1388,79,0,0,1,1,1,0,Teacher,Commerce,Banker
1389,58,1,1,0,1,1,0,Engineer,Arts,Historian
1390,90,0,0,0,1,0,0,Business,Commerce,Accountant
1391,54,0,0,0,1,0,1,Artist,Arts,Psychologist
1392,65,0,0,1,1,1,0,Doctor,Commerce,Accountant
1393,55,0,0,1,0,0,1,Teacher,Commerce,Accountant
1394,91,0,1,0,1,1,1,Teacher,Arts,Journalist
1395,98,1,0,0,1,1,1,Artist,Arts,Designer
1396,97,1,0,1,0,0,0,Doctor,Commerce,Accountant
1397,74,1,1,0,0,1,0,Business,Commerce,Banker
1398,61,0,1,0,0,0,1,Teacher,Arts,Historian
1399,83,1,0,0,0,0,0,Doctor,Commerce,Business Analyst
1400,99,1,1,0,1,0,0,Doctor,Science,Software Engineer
1401,91,0,0,0,0,0,1,Doctor,Arts,Psychologist
1402,61,0,0,1,1,1,0,Business,Commerce,CA
1403,61,1,0,0,1,0,1,Artist,Arts,Journalist
1404,97,0,0,1,0,0,0,Teacher,Commerce,Accountant
1405,78,0,0,0,1,0,1,Artist,Arts,Journalist
1406,87,0,1,0,1,0,0,Engineer,Commerce,CA
1407,60,1,1,0,1,0,1,Artist,Arts,Psychologist
1408,59,0,0,1,1,0,0,Business,Commerce,Business Analyst
1409,93,1,1,1,1,1,0,Business,Science,Pharmacist
1410,51,1,1,1,0,0,0,Business,Commerce,Banker
1411,80,1,0,1,1,0,0,Engineer,Commerce,Accountant
1412,61,0,0,1,1,1,1,Engineer,Commerce,Business Analyst
1413,85,0,1,1,1,0,1,Business,Commerce,CA
1414,81,0,1,1,1,0,0,Business,Commerce,Banker
1415,99,1,0,0,0,0,0,Engineer,Arts,Psychologist
1416,80,1,0,1,0,1,1,Artist,Commerce,CA
1417,50,0,0,1,1,1,0,Engineer,Commerce,CA
1418,74,1,0,0,0,0,1,Business,Commerce,Banker
1419,90,0,1,1,0,0,0,Engineer,Commerce,Business Analyst
1420,64,1,1,1,0,0,1,Business,Commerce,Business Analyst
1421,88,1,1,1,1,1,1,Doctor,Science,Pharmacist
1422,65,0,1,1,0,1,0,Business,Commerce,CA
1423,75,0,0,0,1,0,1,Engineer,Arts,Journalist
1424,69,1,1,1,1,1,0,Engineer,Commerce,CA
1425,69,1,0,1,0,0,1,Artist,Commerce,CA
1426,96,1,0,0,1,0,1,Business,Commerce,CA
1427,97,0,0,1,1,1,0,Engineer,Commerce,Business Analyst
1428,79,0,0,0,1,0,1,Business,Commerce,Accountant
1429,91,1,0,1,0,0,0,Business,Commerce,CA
1430,88,0,1,0,0,1,1,Teacher,Arts,Journalist
1431,70,0,0,1,0,1,0,Artist,Commerce,Accountant
1432,96,1,0,0,0,1,0,Engineer,Arts,Psychologist
1433,94,1,1,0,0,1,0,Artist,Science,Doctor
1434,96,1,0,0,1,0,0,Engineer,Commerce,Business Analyst
1435,94,1,0,1,1,0,1,Business,Commerce,Banker
1436,70,0,0,1,0,0,0,Teacher,Commerce,Accountant
1437,69,1,0,0,0,0,1,Engineer,Arts,Psychologist
1438,81,1,1,1,0,0,0,Doctor,Commerce,Business Analyst
1439,54,0,0,1,0,1,0,Teacher,Commerce,CA
1440,57,1,0,0,0,0,0,Business,Commerce,CA
1441,69,0,1,1,1,0,0,Artist,Commerce,Business Analyst
1442,90,0,0,0,1,0,1,Business,Commerce,Business Analyst
1443,87,0,0,0,0,0,0,Teacher,Commerce,Banker
1444,77,1,1,1,1,1,0,Doctor,Commerce,Accountant
1445,98,0,1,1,1,0,0,Artist,Commerce,Banker
1446,98,1,1,1,0,1,0,Doctor,Science,Pharmacist
1447,78,0,0,0,0,0,1,Artist,Arts,Psychologist
1448,68,1,0,0,0,1,0,Engineer,Arts,Designer
1449,77,1,1,1,0,0,1,Teacher,Commerce,Business Analyst
1450,54,1,1,1,0,1,0,Engineer,Commerce,CA
1451,92,0,1,0,1,0,0,Doctor,Commerce,Business Analyst
1452,75,1,1,1,0,0,1,Engineer,Commerce,CA
1453,87,1,1,0,1,1,0,Teacher,Science,Pharmacist
1454,52,1,1,1,1,1,0,Teacher,Commerce,Banker
1455,89,0,0,0,0,1,1,Doctor,Arts,Designer
1456,71,1,0,0,0,1,1,Business,Commerce,Business Analyst
1457,57,1,0,1,1,0,0,Teacher,Commerce,Accountant
1458,89,1,0,1,0,0,1,Engineer,Commerce,CA
1459,58,1,1,1,1,0,1,Artist,Commerce,CA
1460,84,1,1,1,1,0,0,Engineer,Commerce,Business Analyst
1461,71,0,0,0,0,1,0,Doctor,Arts,Psychologist
1462,57,1,0,1,0,1,1,Business,Commerce,Banker
1463,92,1,0,1,1,0,0,Artist,Commerce,CA
1464,78,1,0,0,0,0,1,Doctor,Arts,Historian
1465,91,1,1,1,1,0,1,Doctor,Science,Doctor
1466,98,0,0,0,1,1,1,Business,Commerce,Business Analyst
1467,94,1,1,1,1,1,1,Artist,Science,Doctor
1468,82,1,0,1,0,1,0,Artist,Commerce,Business Analyst
1469,74,0,0,1,0,1,1,Engineer,Commerce,Banker
1470,52,1,0,1,0,1,0,Business,Commerce,Business Analyst
1471,78,1,1,1,0,0,0,Teacher,Commerce,CA
1472,78,1,1,0,0,0,1,Doctor,Arts,Journalist
1473,87,0,0,1,1,1,1,Teacher,Commerce,CA
1474,84,1,1,1,1,0,0,Engineer,Commerce,Accountant
1475,95,0,0,1,0,0,0,Artist,Commerce,Business Analyst
1476,94,1,0,0,1,1,1,Business,Commerce,CA
1477,71,0,1,0,1,1,0,Doctor,Arts,Historian
1478,71,1,1,1,1,0,0,Artist,Commerce,Banker
1479,83,1,0,0,1,0,1,Engineer,Arts,Designer
1480,57,1,1,0,0,0,1,Teacher,Arts,Designer
1481,60,1,1,0,1,1,1,Engineer,Arts,Journalist
1482,84,1,0,1,0,1,0,Doctor,Commerce,CA
1483,77,1,1,1,0,1,0,Business,Commerce,Accountant
1484,59,0,0,0,1,1,0,Engineer,Arts,Journalist
1485,78,0,1,0,1,1,1,Teacher,Arts,Historian
1486,74,0,0,0,1,1,1,Business,Commerce,CA
1487,90,0,0,0,0,0,1,Business,Commerce,Business Analyst
1488,99,0,1,1,1,1,0,Teacher,Commerce,Accountant
1489,73,0,0,1,0,1,0,Teacher,Commerce,Business Analyst
1490,68,1,1,0,1,0,1,Business,Commerce,Business Analyst
1491,70,0,0,0,0,1,0,Teacher,Arts,Historian
1492,55,1,0,0,1,0,0,Business,Commerce,CA
1493,95,1,1,1,1,1,0,Doctor,Science,Software Engineer
1494,55,1,0,0,0,0,0,Business,Commerce,CA
1495,82,1,0,0,0,0,1,Doctor,Arts,Journalist
1496,66,0,1,1,1,0,1,Engineer,Commerce,Banker
1497,83,1,0,0,1,0,0,Engineer,Science,Pharmacist
1498,78,0,0,1,1,1,1,Business,Commerce,Banker
1499,68,1,1,0,0,0,0,Artist,Commerce,Banker
1500,83,0,0,0,0,0,0,Teacher,Commerce,Banker
1501,71,1,1,0,0,1,1,Artist,Arts,Psychologist
1502,91,0,1,0,0,0,1,Business,Commerce,CA
1503,75,1,0,0,1,0,1,Doctor,Arts,Historian
1504,70,0,0,0,0,0,0,Engineer,Science,Doctor
1505,63,0,0,1,1,1,1,Engineer,Commerce,Business Analyst
1506,94,0,1,0,1,0,0,Doctor,Science,Pharmacist
1507,82,0,0,1,0,0,0,Business,Commerce,Business Analyst
1508,76,0,1,0,1,0,0,Artist,Commerce,Accountant
1509,89,0,0,1,0,1,1,Artist,Commerce,Accountant
1510,72,0,1,0,1,0,1,Artist,Arts,Journalist
1511,76,1,0,1,0,1,0,Teacher,Commerce,CA
1512,80,1,0,0,0,0,1,Artist,Arts,Historian
1513,54,1,0,1,0,1,0,Engineer,Commerce,Business Analyst
1514,59,1,1,0,1,0,1,Engineer,Arts,Journalist
1515,69,1,0,0,1,1,1,Engineer,Arts,Psychologist
1516,71,1,1,1,1,0,1,Business,Commerce,Business Analyst
1517,72,1,0,0,1,0,0,Doctor,Arts,Journalist
1518,93,1,0,1,0,1,1,Teacher,Commerce,Business Analyst
1519,76,0,0,1,1,1,0,Teacher,Commerce,Accountant
1520,64,0,0,1,0,0,1,Teacher,Commerce,Business Analyst
1521,57,0,0,0,0,0,0,Artist,Science,Doctor
1522,67,1,1,1,0,0,0,Artist,Commerce,Accountant
1523,56,1,0,0,0,0,1,Business,Commerce,Accountant
1524,80,1,0,0,0,1,0,Business,Commerce,Accountant
1525,66,0,1,1,0,1,0,Artist,Commerce,Banker
1526,75,0,0,1,1,1,1,Teacher,Commerce,Accountant
1527,70,0,0,0,0,0,0,Business,Commerce,Business Analyst
1528,76,1,0,0,0,0,0,Engineer,Science,Pharmacist
1529,75,1,1,0,0,0,0,Artist,Commerce,Banker
1530,69,1,0,0,1,1,1,Teacher,Arts,Designer
1531,53,1,1,1,0,0,1,Business,Commerce,Accountant
1532,58,1,0,1,0,1,0,Teacher,Commerce,CA
1533,80,1,1,1,0,0,0,Business,Commerce,Business Analyst
1534,98,1,1,0,1,1,1,Doctor,Science,Software Engineer
1535,77,0,1,1,1,0,1,Business,Commerce,Banker
1536,52,0,1,1,0,0,0,Engineer,Commerce,Accountant
1537,72,1,0,1,1,0,1,Teacher,Commerce,CA
1538,88,0,0,1,1,0,1,Engineer,Commerce,CA
1539,57,1,1,0,1,1,0,Business,Commerce,Business Analyst
1540,59,1,1,0,1,1,0,Doctor,Arts,Historian
1541,76,1,0,0,0,1,1,Engineer,Arts,Designer
1542,64,0,0,0,1,0,1,Doctor,Arts,Psychologist
1543,51,1,0,1,1,1,0,Artist,Commerce,CA
1544,73,1,0,0,1,1,0,Business,Commerce,Business Analyst
1545,74,1,1,0,0,1,1,Engineer,Arts,Journalist
1546,77,1,1,0,0,1,1,Artist,Arts,Historian
1547,91,1,0,1,1,0,0,Business,Commerce,Business Analyst
1548,61,0,0,1,1,0,1,Business,Commerce,Accountant
1549,90,0,0,1,1,0,0,Business,Commerce,Business Analyst
1550,57,0,0,1,1,1,1,Artist,Commerce,CA
1551,70,1,1,0,0,0,1,Artist,Arts,Historian
1552,64,1,0,1,0,1,1,Business,Commerce,CA
1553,90,0,1,0,1,1,1,Engineer,Arts,Historian
1554,86,1,1,1,1,0,0,Business,Science,Doctor
1555,79,0,0,1,0,0,0,Artist,Commerce,CA
1556,98,0,0,1,0,1,1,Engineer,Commerce,Accountant
1557,77,0,0,1,1,1,0,Teacher,Commerce,Banker
1558,70,0,1,0,0,1,0,Artist,Arts,Psychologist
1559,83,0,1,0,1,0,1,Doctor,Arts,Historian
1560,74,0,1,0,1,1,0,Teacher,Arts,Designer
1561,64,1,1,0,1,1,0,Business,Commerce,CA
1562,63,0,0,1,0,1,0,Artist,Commerce,Accountant
1563,73,1,1,1,0,1,1,Artist,Commerce,Banker
1564,58,0,1,1,0,1,1,Doctor,Commerce,Business Analyst
1565,59,1,1,1,1,1,1,Business,Commerce,Business Analyst
1566,52,0,0,1,1,1,0,Teacher,Commerce,CA
1567,64,1,0,0,1,1,0,Business,Commerce,Accountant
1568,93,0,0,0,1,0,0,Teacher,Science,Software Engineer
1569,97,1,0,1,1,0,1,Teacher,Commerce,Accountant
1570,80,1,1,0,0,1,1,Teacher,Arts,Historian
1571,67,0,1,0,1,1,1,Artist,Arts,Designer
1572,83,0,0,0,1,0,0,Artist,Arts,Journalist
1573,87,0,0,0,0,0,0,Business,Commerce,Banker
1574,84,1,0,1,1,1,0,Teacher,Commerce,Accountant
1575,82,1,0,0,1,0,1,Teacher,Arts,Designer
1576,79,1,1,0,1,0,0,Engineer,Arts,Historian
1577,64,0,1,1,1,1,1,Doctor,Commerce,Business Analyst
1578,75,0,0,1,0,0,1,Artist,Commerce,Accountant
1579,71,1,0,1,1,0,1,Engineer,Commerce,CA
1580,88,0,1,0,0,1,1,Business,Commerce,Banker
1581,75,0,0,1,1,1,0,Teacher,Commerce,CA
1582,75,0,1,0,0,1,0,Artist,Arts,Journalist
1583,80,1,1,0,0,0,1,Business,Commerce,Business Analyst
1584,98,1,1,1,1,1,0,Doctor,Science,Doctor
1585,80,0,1,1,1,0,1,Engineer,Commerce,Banker
1586,57,1,0,1,1,0,1,Engineer,Commerce,CA
1587,77,1,0,1,1,0,0,Teacher,Commerce,Accountant
1588,63,0,1,0,1,1,1,Engineer,Arts,Historian
1589,98,0,1,1,1,1,0,Engineer,Commerce,Accountant
1590,76,1,0,0,0,1,1,Doctor,Arts,Historian
1591,90,0,1,1,1,0,0,Artist,Commerce,CA
1592,94,1,1,1,1,1,0,Teacher,Science,Pharmacist
1593,64,0,1,0,1,0,0,Business,Commerce,Banker
1594,87,0,0,0,0,0,0,Artist,Commerce,Accountant
1595,50,1,0,1,0,1,1,Doctor,Commerce,Business Analyst
1596,50,1,1,0,1,0,1,Engineer,Arts,Psychologist
1597,85,1,1,0,0,0,0,Engineer,Science,Software Engineer
1598,56,1,0,1,0,0,0,Doctor,Commerce,Accountant
1599,66,1,0,1,1,0,1,Doctor,Commerce,CA
1600,73,0,1,0,0,1,1,Doctor,Arts,Psychologist
1601,75,1,1,1,1,0,0,Artist,Commerce,Business Analyst
1602,82,1,1,1,0,0,0,Engineer,Commerce,Banker
1603,92,0,1,0,0,0,1,Artist,Arts,Psychologist
1604,56,1,1,0,0,1,1,Artist,Arts,Historian
1605,83,1,1,0,1,0,1,Engineer,Arts,Designer
1606,98,1,0,0,1,1,0,Doctor,Arts,Psychologist
1607,66,0,1,1,1,1,0,Artist,Commerce,CA
1608,91,1,1,1,1,0,1,Artist,Science,Software Engineer
1609,97,1,1,1,0,0,1,Artist,Science,Doctor
1610,98,0,1,0,0,1,1,Doctor,Arts,Journalist
1611,80,1,1,1,0,1,1,Teacher,Commerce,CA
1612,60,0,0,0,1,0,1,Engineer,Arts,Journalist
1613,78,1,1,0,0,0,0,Engineer,Science,Pharmacist
1614,62,0,1,1,1,1,1,Artist,Commerce,CA
1615,58,0,1,1,0,0,0,Teacher,Commerce,Banker
1616,78,1,1,0,0,1,1,Engineer,Arts,Historian
1617,63,0,1,0,0,0,1,Artist,Arts,Historian
1618,96,1,0,1,0,0,1,Teacher,Commerce,CA
1619,64,1,0,0,0,0,0,Doctor,Arts,Designer
1620,98,1,1,0,0,0,1,Teacher,Science,Software Engineer
1621,96,0,0,1,1,1,0,Artist,Commerce,Banker
1622,63,0,1,1,0,0,0,Teacher,Commerce,Accountant
1623,90,1,1,1,1,1,1,Business,Science,Pharmacist
1624,90,0,1,1,0,0,1,Artist,Commerce,Accountant
1625,77,0,1,1,1,1,1,Artist,Commerce,Banker
1626,58,1,1,0,0,1,1,Artist,Arts,Historian
1627,52,1,1,1,0,1,1,Engineer,Commerce,Business Analyst
1628,83,1,1,1,0,0,1,Business,Commerce,Business Analyst
1629,83,1,1,0,0,0,1,Artist,Arts,Journalist
1630,99,1,0,0,0,0,0,Artist,Science,Doctor
1631,95,1,1,0,1,1,0,Teacher,Science,Data Scientist
1632,88,1,0,1,1,0,1,Teacher,Commerce,CA
1633,76,0,1,1,1,0,1,Doctor,Commerce,Banker
1634,92,0,1,1,1,1,0,Artist,Commerce,CA
1635,77,0,1,1,1,0,1,Business,Commerce,CA
1636,58,1,1,0,0,1,1,Doctor,Arts,Psychologist
1637,53,0,1,0,0,0,0,Business,Commerce,Accountant
1638,78,1,1,1,1,1,1,Artist,Commerce,Business Analyst
1639,67,1,1,0,0,1,0,Doctor,Arts,Psychologist
1640,75,0,0,0,1,1,1,Doctor,Arts,Historian
1641,62,1,0,1,0,0,0,Engineer,Commerce,CA
1642,75,1,0,1,1,0,1,Artist,Commerce,Banker
1643,57,1,0,1,0,0,0,Doctor,Commerce,Business Analyst
1644,71,1,1,0,1,0,1,Teacher,Arts,Designer
1645,75,1,1,0,0,1,0,Engineer,Arts,Journalist
1646,65,1,0,1,0,0,1,Business,Commerce,Banker
1647,87,1,0,0,1,0,1,Doctor,Arts,Psychologist
1648,95,1,1,1,1,0,0,Teacher,Science,Software Engineer
1649,85,0,0,1,1,0,1,Engineer,Commerce,Banker
1650,70,1,0,1,1,1,0,Artist,Commerce,Accountant
1651,51,0,0,0,0,1,1,Teacher,Arts,Psychologist
1652,97,0,1,0,0,0,1,Engineer,Arts,Psychologist
1653,85,1,0,1,0,0,0,Artist,Commerce,Banker
1654,84,1,1,1,1,0,0,Business,Commerce,Banker
1655,56,0,1,1,0,0,0,Engineer,Commerce,Banker
1656,78,1,0,1,1,0,0,Doctor,Commerce,Accountant
1657,91,1,0,1,0,0,1,Engineer,Commerce,CA
1658,89,0,0,1,1,1,1,Artist,Commerce,Accountant
1659,52,0,0,1,1,0,1,Engineer,Commerce,Accountant
1660,85,1,1,1,1,0,0,Teacher,Science,Software Engineer
1661,66,0,0,0,1,1,0,Teacher,Arts,Designer
1662,56,1,1,0,1,1,0,Doctor,Arts,Designer
1663,75,0,0,1,1,1,1,Doctor,Commerce,Banker
1664,53,1,0,1,0,1,1,Doctor,Commerce,Banker
1665,89,1,0,0,0,1,1,Artist,Arts,Historian
1666,51,0,0,1,0,1,1,Engineer,Commerce,Business Analyst
1667,64,0,0,0,1,1,0,Business,Commerce,Banker
1668,76,0,0,1,1,1,1,Doctor,Commerce,Accountant
1669,91,1,1,0,1,0,0,Doctor,Science,Pharmacist
1670,62,1,1,1,1,0,1,Artist,Commerce,Accountant
1671,51,1,0,0,0,1,1,Doctor,Arts,Historian
1672,82,1,0,1,0,0,1,Business,Commerce,Banker
1673,66,1,1,0,0,1,1,Teacher,Arts,Psychologist
1674,64,0,0,1,1,1,0,Engineer,Commerce,Banker
1675,50,1,1,0,1,0,0,Business,Commerce,CA
1676,88,1,1,0,0,1,0,Business,Science,Doctor
1677,75,1,1,0,0,0,0,Doctor,Arts,Historian
1678,55,0,1,0,0,0,0,Doctor,Science,Pharmacist
1679,54,1,0,0,0,0,0,Artist,Commerce,CA
1680,61,0,1,0,1,0,0,Teacher,Arts,Journalist
1681,99,0,1,0,1,1,1,Engineer,Arts,Historian
1682,64,1,0,1,1,1,0,Doctor,Commerce,Accountant
1683,64,0,1,0,0,1,1,Teacher,Arts,Designer
1684,82,0,0,1,1,1,1,Engineer,Commerce,Banker
1685,58,0,0,1,1,0,0,Business,Commerce,CA
1686,55,1,1,1,1,0,0,Doctor,Commerce,CA
1687,67,1,0,1,1,0,1,Engineer,Commerce,CA
1688,81,0,1,1,0,0,1,Engineer,Commerce,Business Analyst
1689,62,0,1,0,1,0,0,Teacher,Science,Data Scientist
1690,81,1,1,0,1,1,0,Artist,Arts,Historian
1691,84,0,1,0,0,1,0,Teacher,Arts,Journalist
1692,96,1,0,1,1,1,1,Business,Commerce,Banker
1693,53,0,1,1,1,1,0,Engineer,Commerce,Banker
1694,62,0,1,0,0,1,1,Teacher,Arts,Psychologist
1695,50,0,0,0,1,1,1,Artist,Arts,Historian
1696,55,1,0,1,1,0,1,Doctor,Commerce,CA
1697,68,1,1,1,0,1,0,Business,Commerce,CA
1698,93,1,0,0,1,0,1,Doctor,Arts,Journalist
1699,68,0,0,1,0,1,0,Engineer,Commerce,Accountant
1700,90,0,0,0,1,0,0,Teacher,Commerce,CA
1701,61,1,1,1,0,0,1,Doctor,Commerce,Banker
1702,52,1,1,0,0,1,0,Doctor,Arts,Designer
1703,53,1,1,1,0,1,1,Teacher,Commerce,Banker
1704,76,1,1,0,1,1,1,Teacher,Arts,Journalist
1705,85,0,0,0,1,0,0,Doctor,Science,Software Engineer
1706,79,0,0,0,1,1,0,Teacher,Arts,Journalist
1707,90,1,1,1,1,0,1,Doctor,Science,Data Scientist
1708,59,1,1,1,0,0,0,Artist,Commerce,Accountant
1709,85,0,1,1,0,1,1,Engineer,Commerce,Banker
1710,68,1,1,0,0,1,0,Business,Commerce,Banker
1711,77,0,1,0,0,1,0,Engineer,Arts,Designer
1712,66,1,0,0,0,1,0,Engineer,Arts,Historian
1713,99,1,0,1,1,1,1,Business,Commerce,Accountant
1714,50,0,1,1,0,1,0,Artist,Commerce,Banker
1715,97,0,0,0,1,0,1,Doctor,Arts,Psychologist
1716,86,0,1,1,0,0,1,Business,Commerce,Banker
1717,90,0,0,0,1,1,0,Business,Commerce,Business Analyst
1718,68,1,1,1,1,1,0,Artist,Commerce,Business Analyst
1719,70,1,1,0,1,1,0,Engineer,Arts,Journalist
1720,56,0,1,0,1,1,1,Teacher,Arts,Psychologist
1721,87,0,1,1,1,0,0,Business,Commerce,CA
1722,76,0,0,1,0,1,0,Engineer,Commerce,Business Analyst
1723,61,0,1,0,1,1,1,Artist,Arts,Historian
1724,97,1,1,0,0,1,1,Engineer,Science,Software Engineer
1725,69,1,1,1,1,0,1,Engineer,Commerce,CA
1726,83,0,0,1,0,0,0,Doctor,Commerce,CA
1727,87,1,0,1,1,1,0,Doctor,Commerce,CA
1728,72,0,0,1,1,1,0,Engineer,Commerce,Banker
1729,84,1,0,0,1,0,0,Teacher,Commerce,CA
1730,87,0,1,1,0,1,0,Business,Commerce,CA
1731,68,0,0,0,0,0,0,Artist,Commerce,CA
1732,52,1,1,0,0,0,1,Artist,Arts,Psychologist
1733,94,0,0,1,0,1,1,Doctor,Commerce,Business Analyst
1734,61,0,1,1,0,0,1,Artist,Commerce,CA
1735,88,0,0,0,1,1,1,Doctor,Arts,Designer
1736,71,1,0,0,1,1,1,Doctor,Arts,Historian
1737,73,1,1,1,1,0,1,Artist,Commerce,Accountant
1738,58,0,1,0,0,1,0,Doctor,Arts,Journalist
1739,73,1,1,0,0,1,1,Engineer,Arts,Historian
1740,92,1,0,0,0,0,0,Engineer,Science,Data Scientist
1741,64,1,1,0,0,1,1,Teacher,Arts,Journalist
1742,51,1,1,0,1,0,1,Engineer,Arts,Psychologist
1743,73,1,1,1,0,1,0,Engineer,Commerce,Banker
1744,94,1,0,1,1,1,0,Business,Commerce,Banker
1745,78,1,1,0,0,0,0,Business,Commerce,Banker
1746,56,0,1,0,1,1,1,Artist,Arts,Designer
1747,91,1,0,1,1,1,0,Doctor,Commerce,Business Analyst
1748,58,0,0,1,0,1,0,Teacher,Commerce,CA
1749,56,0,0,1,0,1,1,Engineer,Commerce,Banker
1750,71,1,1,1,1,0,1,Business,Commerce,Business Analyst
1751,58,0,1,1,0,0,1,Doctor,Commerce,CA
1752,83,0,0,1,0,0,1,Engineer,Commerce,Accountant
1753,72,1,1,1,0,1,0,Teacher,Commerce,Banker
1754,57,1,0,0,0,1,0,Engineer,Arts,Designer
1755,96,1,1,1,1,0,0,Artist,Science,Pharmacist
1756,55,1,0,0,0,0,0,Teacher,Commerce,CA
1757,64,1,0,0,1,0,0,Business,Commerce,CA
1758,92,1,0,1,0,1,0,Artist,Commerce,Business Analyst
1759,64,0,1,0,0,1,1,Doctor,Arts,Historian
1760,65,0,1,0,1,1,0,Artist,Arts,Historian
1761,58,0,0,1,1,1,0,Doctor,Commerce,Banker
1762,67,0,1,1,1,0,1,Engineer,Commerce,CA
1763,97,0,1,1,1,0,1,Artist,Commerce,Business Analyst
1764,81,0,0,1,1,1,1,Artist,Commerce,Banker
1765,63,0,1,0,0,1,0,Teacher,Arts,Designer
1766,84,0,1,1,0,1,1,Artist,Commerce,Banker
1767,60,0,0,1,1,1,0,Engineer,Commerce,Business Analyst
1768,83,0,0,0,0,0,0,Engineer,Arts,Journalist
1769,56,1,0,1,1,1,1,Teacher,Commerce,Accountant
1770,62,1,1,1,0,1,1,Teacher,Commerce,Accountant
1771,97,1,0,1,0,0,1,Doctor,Commerce,Accountant
1772,91,0,1,1,1,0,0,Teacher,Commerce,Business Analyst
1773,65,1,0,0,0,0,0,Artist,Arts,Designer
1774,90,1,0,0,1,1,1,Engineer,Arts,Psychologist
1775,80,0,1,1,1,0,1,Engineer,Commerce,Banker
1776,56,0,0,0,1,1,1,Doctor,Arts,Psychologist
1777,52,1,0,0,0,1,0,Teacher,Arts,Historian
1778,66,1,1,1,0,0,1,Engineer,Commerce,Banker
1779,84,0,1,1,1,1,1,Artist,Commerce,Accountant
1780,99,1,1,0,0,0,0,Artist,Science,Software Engineer
1781,74,0,0,0,0,0,0,Business,Commerce,CA
1782,59,0,1,0,1,0,1,Doctor,Arts,Historian
1783,97,0,1,0,1,1,1,Engineer,Arts,Journalist
1784,63,1,1,1,0,0,0,Artist,Commerce,Banker
1785,97,1,0,0,1,1,0,Engineer,Arts,Designer
1786,80,1,0,0,1,0,1,Engineer,Arts,Psychologist
1787,91,1,1,1,0,1,1,Business,Science,Doctor
1788,68,1,0,1,0,1,1,Doctor,Commerce,Banker
1789,77,1,1,0,0,1,0,Engineer,Arts,Psychologist
1790,81,1,1,0,1,0,1,Business,Commerce,CA
1791,77,0,1,0,1,1,1,Doctor,Arts,Designer
1792,95,0,1,1,0,1,1,Teacher,Commerce,Banker
1793,80,0,0,1,0,0,1,Doctor,Commerce,Accountant
1794,98,0,1,0,1,0,0,Engineer,Commerce,CA
1795,81,0,1,0,0,1,1,Engineer,Arts,Journalist
1796,84,0,0,1,1,0,0,Doctor,Commerce,CA
1797,56,1,0,1,1,0,1,Business,Commerce,Banker
1798,97,0,0,0,0,0,0,Artist,Science,Software Engineer
1799,60,1,0,0,0,0,0,Doctor,Science,Doctor
1800,82,1,0,1,0,1,1,Artist,Commerce,CA
